**coordinates,35.702465,32.997078, Aqrabe,(Syria)
**coordinates,35.337372,32.123325, Baidarus,(Golan)
**coordinates,35.734001,33.081703, Beth Shearim,(Galilee)
**coordinates,35.125015,32.601299, Bethennim,(Judaea)
**coordinates,35.125919,31.555220, Birsama,(Negev)
**coordinates,34.538239,31.255894, Butmiyye,(Golan)
**coordinates,35.881844,32.946644, Cadasa (Tel Qedesh),(Galilee)
**coordinates,35.531666,33.105843, Caesarea,(Coastal Plain)
**coordinates,34.891003,32.501743, Carmiel,(Galilee)
**coordinates,35.295773,32.907871, Dabbura,(Golan)
**coordinates,35.659897,33.042324, Dabiyye,(Golan)
**coordinates,35.723919,33.006008, Deir Mfadal,(Golan)
**coordinates,35.766266,32.933693, Ed-Dahshe,(Golan)
**coordinates,35.692921,33.012444, Ein Semsem,(Golan)
**coordinates,35.708000,33.029518, Ein Nashot,(Golan)
**coordinates,35.702618,33.024128, el-Al,(Golan)
**coordinates,34.644180,31.094057, El-&#39;Uyun,(Golan)
**coordinates,35.178501,31.843834, El-Kursi,(Golan)
**coordinates,35.744061,32.798542, El-Bireh,(Golan)
**coordinates,35.781597,32.989525, El-Jib(?),(Judaea)
**coordinates,35.648109,32.825970, Elusa (Haluza),(Negev)
**coordinates,35.667843,32.717693, Emmaus I,(Judea)
**coordinates,34.988354,31.834635, Evron,(Galilee)
**coordinates,35.092571,32.989002, Fakhem,(Golan)
**coordinates,35.829590,32.967655, Farj,(Golan)
**coordinates,35.830544,32.951420, Fiq,(Syria)
**coordinates,35.701206,32.771667, Giv&#39;at Seled,(Judea)
**coordinates,34.925514,31.654144, Hafar,(Golan)
**coordinates,35.681553,33.087326, Haifa,(Galilee)
**coordinates,34.986004,32.817543, Hammath Tiberias,(Galilee)
**coordinates,35.541080,32.763184, Hammatha,(Galilee)
**coordinates,35.658058,32.681664, Hermon Mons (Har Senaim),(Golan)
**coordinates,35.801388,33.384342, Hippos (Susita),(Galilee)
**coordinates,35.263012,31.834805, Hizmeh(?),(Judaea)
**coordinates,35.647842,32.771870, Hizmeh,(Judaea)
**coordinates,34.744316,32.050419, Ioppe (Jaffa),(Coastal Plain)
**coordinates,35.263012,31.834805, Ioppe,(Coastal Plain)
**coordinates,34.744316,32.050419, Isawiyya,(Judaea)
**coordinates,35.241871,31.798738, Jericho,(Judaea)
**coordinates,35.220749,31.780706, Jerusalem(?),(Judaea)
**coordinates,35.442642,31.852633, Jerusalem,(Judaea)
**coordinates,35.220749,31.780706, Jueizeh,(Golan)
**coordinates,35.831120,33.032566, Jurniyye,(Golan)
**coordinates,35.658424,32.753796, Kafr Nafakh,(Golan)
**coordinates,35.818855,32.807213, Kafr Harib,(Golan)
**coordinates,35.833340,32.892799, Kafr el-Ma,(Golan)
**coordinates,35.734943,33.060062, Khisfin,(Golan)
**coordinates,35.819164,32.852295, Khushniyye,(Golan)
**coordinates,35.809464,32.996609, Marisa,(Negev)
**coordinates,34.894096,31.590942, Mazra&#39;at Quneitra,(Golan)
**coordinates,35.765980,32.888611, Mumsiyye,(Golan)
**coordinates,35.830364,33.077652, Narran,(Golan)
**coordinates,35.688732,33.029594, Qiryat Tiv&#39;on,(Galilee)
**coordinates,35.124912,32.718525, Quneitra,(Syria)
**coordinates,35.821041,33.122780, Rafid,(Golan)
**coordinates,35.627350,32.952274, Ramsaniyye,(Golan)
**coordinates,35.805344,33.020069, Rasm el-Khayakath,(Golan)
**coordinates,35.769188,32.888596, Rujm Zaki,(Golan)
**coordinates,35.712086,32.807693, Sepphoris,(Galilee)
**coordinates,35.274265,32.745583, Squffiye,(Golan)
**coordinates,35.687489,32.800575, Sukeik,(Golan)
**coordinates,35.724873,33.168301, Tell &#39;Akasha,(Golan)
**coordinates,35.863701,33.095512, Tell et-Talaya,(Golan)
**coordinates,35.868637,33.039585, Tell el-Jukhadar,(Golan)
**coordinates,35.800808,32.982224, Umm al-Jimal,(Jordan)
**coordinates,34.997204,32.592136, Zoora,(Negev)
